subassembly,action,run,random_seed,materials_cost,total_labor_cost,equipment_cost,total_cost
service_items,delay,8,8,0,0,1552.4645833333334,1552.4645833333334
service_items,repair,8,8,28387,0,1203.3333333333335,29590.333333333336
tower_substructure,delay,8,8,0,0,979.9361111111111,979.9361111111111
tower_substructure,repair,8,8,334225,0,925.8333333333334,335150.8333333334
transformer,delay,8,8,0,0,1199.1583333333333,1199.1583333333333
transformer,maintenance,8,8,4176,0,580.0,4756.0
transformer,repair,8,8,2875,0,50.0,2925.0
xformer,delay,8,8,0,0,859.1481481481482,859.1481481481482
xformer,repair,8,8,42532,0,775.8333333333334,43307.833333333336
yaw,delay,8,8,0,0,1640.7898148148147,1640.7898148148147
yaw,repair,8,8,144015,0,1629.1666666666667,145644.16666666666
blades,delay,9,9,0,0,7530.670370370371,7530.670370370371
blades,repair,9,9,301169,0,7142.5,308311.5
controls,delay,9,9,0,0,6522.378009259259,6522.378009259259
controls,repair,9,9,518364,0,5723.333333333333,524087.3333333333
electrical,delay,9,9,0,0,15783.839351851851,15783.839351851851
electrical,repair,9,9,217117,0,6059.166666666667,223176.16666666666
gearbox,delay,9,9,0,0,27393847.88587963,27393847.88587963
gearbox,repair,9,9,21276522,0,2044008.3333333333,23320530.333333332
generator,delay,9,9,0,0,8097681.910416666,8097681.910416666
generator,repair,9,9,6864443,0,437068.74652777775,7301511.746527778
heat_cool,delay,9,9,0,0,2310.7409722222224,2310.7409722222224
heat_cool,repair,9,9,289056,0,1601.6666666666667,290657.6666666666
hub,delay,9,9,0,0,6852.399537037037,6852.399537037037
hub,repair,9,9,276752,0,5458.333333333333,282210.3333333333
main_bearing_failures,delay,9,9,0,0,491234.87402777775,491234.87402777775
main_bearing_failures,repair,9,9,1480500,0,111302.0,1591802.0
main_bearing_maintenance,delay,9,9,0,0,2699.13912037037,2699.13912037037
main_bearing_maintenance,maintenance,9,9,630000,0,1260.0,631260.0
oil,delay,9,9,0,0,3740.6875,3740.6875
oil,repair,9,9,260274,0,2976.6666666666665,263250.6666666666
other,delay,9,9,0,0,10632.177777777777,10632.177777777777
other,repair,9,9,678166,0,8900.0,687066.0
pitch,delay,9,9,0,0,19343.834953703703,19343.834953703703
pitch,repair,9,9,1523180,0,17168.333333333332,1540348.3333333335
power_supply,delay,9,9,0,0,60603.491435185184,60603.491435185184
power_supply,repair,9,9,1420006,0,11596.666666666666,1431602.6666666665
pump_motor,delay,9,9,0,0,2137.4157407407406,2137.4157407407406
pump_motor,repair,9,9,523712,0,2331.6666666666665,526043.6666666667
relay,delay,9,9,0,0,731485.8115740741,731485.8115740741
relay,repair,9,9,771139,0,51373.333333333336,822512.3333333334
safety,delay,9,9,0,0,1453.2120370370371,1453.2120370370371
safety,repair,9,9,163270,0,1170.8333333333333,164440.8333333333
sensors,delay,9,9,0,0,5179.0365740740735,5179.0365740740735
sensors,repair,9,9,730976,0,3731.6652777777776,734707.6652777778
service_items,delay,9,9,0,0,1781.616435185185,1781.616435185185
service_items,repair,9,9,31877,0,1280.8333333333335,33157.833333333336
tower_substructure,delay,9,9,0,0,901.6305555555556,901.6305555555556
tower_substructure,repair,9,9,321538,0,910.0,322448.0
transformer,delay,9,9,0,0,1107.492361111111,1107.492361111111
transformer,maintenance,9,9,4176,0,580.0,4756.0
transformer,repair,9,9,5175,0,90.0,5265.0
xformer,delay,9,9,0,0,9196.851851851852,9196.851851851852
xformer,repair,9,9,388421,0,1239.1666666666667,389660.1666666667
yaw,delay,9,9,0,0,198994.01643518519,198994.01643518519
yaw,repair,9,9,158695,0,16880.833333333332,175575.83333333334
blades,delay,10,10,0,0,8370.702083333334,8370.702083333334
blades,repair,10,10,297367,0,7087.5,304454.5
controls,delay,10,10,0,0,15289.06111111111,15289.06111111111
controls,repair,10,10,582737,0,7406.666666666666,590143.6666666666
electrical,delay,10,10,0,0,223571.7775462963,223571.7775462963
electrical,repair,10,10,268900,0,9082.5,277982.5
gearbox,delay,10,10,0,0,29751761.553703703,29751761.553703703
gearbox,repair,10,10,19833666,0,1901646.6666666667,21735312.666666668
generator,delay,10,10,0,0,3676134.1958333333,3676134.1958333333
generator,repair,10,10,6609320,0,375886.6666666667,6985206.666666667
heat_cool,delay,10,10,0,0,2087.4453703703703,2087.4453703703703
heat_cool,repair,10,10,284992,0,1579.1666666666667,286571.1666666666
hub,delay,10,10,0,0,2198802.857638889,2198802.857638889
hub,repair,10,10,565773,0,99003.33333333334,664776.3333333334
main_bearing_failures,delay,10,10,0,0,165.83171296296297,165.83171296296297
main_bearing_failures,repair,10,10,558000,0,120.0,558120.0
main_bearing_maintenance,delay,10,10,0,0,2924.123148148148,2924.123148148148
main_bearing_maintenance,maintenance,10,10,627500,0,1255.0,628755.0
oil,delay,10,10,0,0,3649.029861111111,3649.029861111111
oil,repair,10,10,238265,0,2800.0,241064.99999999997
other,delay,10,10,0,0,147915.45393518519,147915.45393518519
other,repair,10,10,635214,0,19651.666666666668,654865.6666666666
pitch,delay,10,10,0,0,72106.52939814815,72106.52939814815
pitch,repair,10,10,1590970,0,21217.5,1612187.5
power_supply,delay,10,10,0,0,541739.3289351852,541739.3289351852
power_supply,repair,10,10,1500265,0,20760.833333333332,1521025.8333333333
