subassembly,action,run,random_seed,materials_cost,total_labor_cost,equipment_cost,total_cost
tower_substructure,repair,1,1,309449,0,1029.1666666666667,310478.1666666667
transformer,delay,1,1,0,0,927.49375,927.49375
transformer,maintenance,1,1,4176,0,580.0,4756.0
transformer,repair,1,1,2875,0,50.0,2925.0
xformer,delay,1,1,0,0,1041.647685185185,1041.647685185185
xformer,repair,1,1,148853,0,789.1666666666667,149642.16666666666
yaw,delay,1,1,0,0,2144.934027777778,2144.934027777778
yaw,repair,1,1,159261,0,1691.6666666666667,160952.66666666666
blades,delay,2,2,0,0,7167.372453703703,7167.372453703703
blades,repair,2,2,273311,0,6577.5,279888.5
controls,delay,2,2,0,0,134825.06064814815,134825.06064814815
controls,repair,2,2,562037,0,7475.0,569512.0
electrical,delay,2,2,0,0,38900.69375,38900.69375
electrical,repair,2,2,243989,0,6392.5,250381.5
gearbox,delay,2,2,0,0,27297362.283564813,27297362.283564813
gearbox,repair,2,2,19438613,0,1861935.8333333333,21300548.833333332
generator,delay,2,2,0,0,5725125.83912037,5725125.83912037
generator,repair,2,2,7292963,0,452449.1666666667,7745412.166666667
heat_cool,delay,2,2,0,0,1041.6256944444444,1041.6256944444444
heat_cool,repair,2,2,293264,0,1625.0,294889.0
hub,delay,2,2,0,0,1120825.3618055556,1120825.3618055556
hub,repair,2,2,456147,0,52726.666666666664,508873.6666666667
main_bearing_failures,delay,2,2,0,0,1405292.364,1405292.364
main_bearing_failures,repair,2,2,540000,0,432356.39999999997,972356.3999999999
main_bearing_maintenance,delay,2,2,0,0,21789.805324074074,21789.805324074074
main_bearing_maintenance,maintenance,2,2,7084000,0,8855.0,7092855.0
oil,delay,2,2,0,0,2488.263657407407,2488.263657407407
oil,repair,2,2,244347,0,2798.333333333333,247145.3333333333
other,delay,2,2,0,0,35475.013194444444,35475.013194444444
other,repair,2,2,724562,0,14763.333333333334,739325.3333333334
pitch,delay,2,2,0,0,19942.148148148146,19942.148148148146
pitch,repair,2,2,1562950,0,16901.666666666668,1579851.6666666667
power_supply,delay,2,2,0,0,1200496.7094907407,1200496.7094907407
power_supply,repair,2,2,1584801,0,61834.791666666664,1646635.7916666665
pump_motor,delay,2,2,0,0,3189.0358796296296,3189.0358796296296
pump_motor,repair,2,2,544666,0,2415.0,547081.0
relay,delay,2,2,0,0,651740.7738425926,651740.7738425926
relay,repair,2,2,664462,0,27376.666666666668,691838.6666666666
safety,delay,2,2,0,0,1639.0282407407408,1639.0282407407408
safety,repair,2,2,179752,0,1226.6666666666665,180978.66666666666
sensors,delay,2,2,0,0,3989.066435185185,3989.066435185185
sensors,repair,2,2,657261,0,3721.6666666666665,660982.6666666666
service_items,delay,2,2,0,0,1290.7886574074073,1290.7886574074073
service_items,repair,2,2,31103,0,1245.8333333333335,32348.833333333336
tower_substructure,delay,2,2,0,0,1401.574537037037,1401.574537037037
tower_substructure,repair,2,2,354558,0,1020.0,355578.0
transformer,delay,2,2,0,0,1122.4958333333334,1122.4958333333334
transformer,maintenance,2,2,4176,0,580.0,4756.0
transformer,repair,2,2,5750,0,100.0,5850.0
xformer,delay,2,2,0,0,823.325462962963,823.325462962963
xformer,repair,2,2,151933,0,905.8333333333334,152838.83333333334
yaw,delay,2,2,0,0,368978.90208333335,368978.90208333335
yaw,repair,2,2,190676,0,24669.166666666668,215345.1666666667
blades,delay,3,3,0,0,7853.171759259259,7853.171759259259
blades,repair,3,3,287790,0,6875.0,294665.0
controls,delay,3,3,0,0,27417.340277777777,27417.340277777777
controls,repair,3,3,528405,0,7661.666666666666,536066.6666666666
electrical,delay,3,3,0,0,20418.808333333334,20418.808333333334
electrical,repair,3,3,282497,0,6524.166666666667,289021.1666666666
gearbox,delay,3,3,0,0,26128521.10324074,26128521.10324074
gearbox,repair,3,3,20139315,0,1941262.0833333333,22080577.083333332
generator,delay,3,3,0,0,8166489.301157407,8166489.301157407
generator,repair,3,3,7336871,0,514574.1666666667,7851445.166666667
heat_cool,delay,3,3,0,0,2003.2712962962962,2003.2712962962962
heat_cool,repair,3,3,265744,0,1472.5,267216.5
hub,delay,3,3,0,0,6977.4428240740735,6977.4428240740735
hub,repair,3,3,294067,0,5791.666666666667,299858.6666666667
main_bearing_failures,delay,3,3,0,0,3965915.352,3965915.352
main_bearing_failures,repair,3,3,1080000,0,800150.3999999999,1880150.4
main_bearing_maintenance,delay,3,3,0,0,21252.17685185185,21252.17685185185
main_bearing_maintenance,maintenance,3,3,7080000,0,8850.0,7088850.0
oil,delay,3,3,0,0,3313.20162037037,3313.20162037037
oil,repair,3,3,272188,0,3130.0,275318.0
other,delay,3,3,0,0,167985.4988425926,167985.4988425926
other,repair,3,3,708296,0,25699.166666666668,733995.1666666666
pitch,delay,3,3,0,0,138421.76759259257,138421.76759259257
pitch,repair,3,3,1638550,0,25340.833333333332,1663890.8333333335
power_supply,delay,3,3,0,0,438598.50694444444,438598.50694444444
